graph_id,graph_edge_list
2,"[[5, 0], [5, 1], [5, 2], [5, 3], [5, 6], [5, 4], [0, 1], [0, 2], [0, 3], [0, 6], [0, 4], [1, 2], [1, 3], [1, 6], [1, 4], [2, 3], [2, 6], [2, 4], [3, 6], [3, 4], [6, 4]]"
20,"[[7, 5], [7, 2], [7, 9], [7, 11], [7, 3], [7, 0], [7, 4], [5, 2], [5, 9], [5, 11], [5, 3], [5, 0], [5, 4], [0, 1], [0, 10], [0, 9], [0, 11], [0, 3], [0, 2], [0, 6], [0, 8], [0, 4], [11, 9], [11, 2], [11, 3], [11, 4], [3, 9], [3, 2], [3, 4], [10, 1], [10, 9], [10, 8], [10, 6], [1, 9], [1, 8], [1, 6], [2, 9], [2, 4], [9, 6], [9, 8], [9, 4], [6, 8]]"
200,"[[7, 0], [7, 11], [7, 8], [7, 5], [7, 4], [5, 11], [5, 0], [5, 8], [5, 4], [0, 11], [0, 8], [0, 4], [11, 4], [11, 8], [3, 9], [3, 6], [3, 4], [10, 1], [10, 2], [10, 4], [1, 2], [1, 4], [2, 4], [9, 6], [9, 4], [6, 4], [8, 4]]"
201,"[[1, 9], [1, 8], [1, 5], [1, 3], [1, 4], [7, 2], [7, 5], [7, 6], [7, 0], [5, 0], [5, 9], [5, 2], [5, 3], [5, 6], [5, 8], [5, 4], [0, 2], [0, 6], [9, 3], [9, 8], [9, 4], [2, 6], [3, 8], [3, 4], [8, 4]]"
202,"[[5, 0], [5, 1], [5, 2], [5, 3], [5, 6], [5, 4], [0, 1], [0, 2], [0, 3], [0, 6], [0, 4], [1, 2], [1, 3], [1, 6], [1, 4], [2, 3], [2, 6], [2, 4], [3, 6], [3, 4], [6, 4]]"
203,"[[1, 7], [1, 5], [1, 0], [1, 9], [1, 2], [1, 3], [1, 6], [1, 8], [1, 4], [7, 5], [7, 0], [7, 9], [7, 2], [7, 3], [7, 6], [7, 8], [7, 4], [5, 0], [5, 9], [5, 2], [5, 3], [5, 6], [5, 8], [5, 4], [0, 9], [0, 2], [0, 3], [0, 6], [0, 8], [0, 4], [9, 2], [9, 3], [9, 6], [9, 8], [9, 4], [2, 3], [2, 6], [2, 8], [2, 4], [3, 8], [3, 6], [3, 4], [6, 8], [6, 4], [8, 4]]"
204,"[[7, 5], [7, 0], [7, 1], [7, 2], [7, 3], [7, 6], [7, 8], [7, 4], [5, 0], [5, 1], [5, 2], [5, 3], [5, 6], [5, 8], [5, 4], [0, 1], [0, 2], [0, 3], [0, 6], [0, 8], [0, 4], [1, 2], [1, 3], [1, 6], [1, 8], [1, 4], [2, 3], [2, 6], [2, 8], [2, 4], [3, 8], [3, 6], [3, 4], [6, 8], [6, 4], [8, 4]]"
206,"[[7, 2], [7, 8], [7, 5], [7, 0], [5, 2], [5, 8], [5, 0], [0, 2], [0, 8], [1, 2], [1, 8], [1, 6], [1, 3], [1, 4], [2, 8], [3, 8], [3, 6], [3, 4], [6, 8], [6, 4], [8, 4]]"
208,"[[7, 5], [7, 0], [7, 1], [7, 2], [7, 3], [7, 6], [7, 8], [7, 4], [5, 0], [5, 1], [5, 2], [5, 3], [5, 6], [5, 8], [5, 4], [0, 1], [0, 2], [0, 3], [0, 6], [0, 8], [0, 4], [1, 2], [1, 3], [1, 6], [1, 8], [1, 4], [2, 3], [2, 6], [2, 8], [2, 4], [3, 8], [3, 6], [3, 4], [6, 8], [6, 4], [8, 4]]"
209,"[[7, 5], [7, 6], [7, 4], [5, 6], [5, 4], [0, 1], [0, 2], [0, 3], [0, 6], [1, 2], [1, 3], [1, 6], [2, 3], [2, 6], [3, 6], [6, 4]]"
21,"[[7, 9], [7, 18], [7, 20], [7, 17], [7, 15], [7, 0], [7, 16], [7, 19], [7, 22], [7, 21], [7, 4], [5, 13], [5, 2], [5, 6], [5, 14], [5, 0], [15, 9], [15, 18], [15, 20], [15, 17], [15, 0], [15, 16], [15, 19], [15, 22], [15, 21], [15, 4], [0, 3], [0, 13], [0, 1], [0, 18], [0, 12], [0, 19], [0, 9], [0, 21], [0, 22], [0, 20], [0, 10], [0, 11], [0, 14], [0, 17], [0, 2], [0, 16], [0, 23], [0, 6], [0, 8], [0, 4], [3, 10], [3, 1], [3, 11], [3, 8], [3, 23], [3, 12], [13, 2], [13, 6], [13, 14], [1, 10], [1, 11], [1, 23], [1, 8], [1, 12], [18, 16], [18, 22], [18, 20], [18, 17], [18, 9], [18, 19], [18, 21], [18, 4], [12, 10], [12, 11], [12, 23], [12, 8], [19, 16], [19, 20], [19, 17], [19, 9], [19, 22], [19, 21], [19, 4], [9, 20], [9, 17], [9, 16], [9, 22], [9, 21], [9, 4], [21, 16], [21, 20], [21, 17], [21, 22], [21, 4], [22, 16], [22, 20], [22, 17], [22, 4], [20, 16], [20, 17], [20, 4], [10, 11], [10, 23], [10, 8], [11, 23], [11, 8], [14, 2], [14, 6], [17, 16], [17, 4], [2, 6], [16, 4], [23, 8]]"
210,"[[7, 5], [7, 10], [7, 2], [7, 3], [7, 0], [7, 13], [7, 12], [7, 1], [7, 11], [7, 9], [7, 6], [7, 8], [7, 4], [5, 10], [5, 2], [5, 3], [5, 0], [5, 13], [5, 12], [5, 1], [5, 11], [5, 9], [5, 6], [5, 8], [5, 4], [0, 10], [0, 11], [0, 3], [0, 13], [0, 12], [0, 1], [0, 2], [0, 9], [0, 6], [0, 8], [0, 4], [11, 2], [11, 3], [11, 10], [11, 13], [11, 12], [11, 1], [11, 9], [11, 6], [11, 8], [11, 4], [3, 8], [3, 10], [3, 13], [3, 12], [3, 1], [3, 2], [3, 9], [3, 6], [3, 4], [10, 13], [10, 12], [10, 1], [10, 2], [10, 9], [10, 6], [10, 8], [10, 4], [13, 12], [13, 1], [13, 2], [13, 9], [13, 6], [13, 8], [13, 4], [12, 1], [12, 2], [12, 9], [12, 6], [12, 8], [12, 4], [1, 2], [1, 9], [1, 6], [1, 8], [1, 4], [2, 9], [2, 6], [2, 8], [2, 4], [9, 6], [9, 8], [9, 4], [6, 8], [6, 4], [8, 4]]"
211,"[[1, 7], [1, 5], [1, 0], [1, 9], [1, 2], [1, 3], [1, 6], [1, 8], [1, 4], [7, 5], [7, 0], [7, 9], [7, 2], [7, 3], [7, 6], [7, 8], [7, 4], [5, 0], [5, 9], [5, 2], [5, 3], [5, 6], [5, 8], [5, 4], [0, 9], [0, 2], [0, 3], [0, 6], [0, 8], [0, 4], [9, 2], [9, 3], [9, 6], [9, 8], [9, 4], [2, 3], [2, 6], [2, 8], [2, 4], [3, 8], [3, 6], [3, 4], [6, 8], [6, 4], [8, 4]]"
212,"[[7, 3], [7, 8], [7, 12], [7, 10], [5, 1], [5, 2], [5, 11], [5, 9], [5, 10], [0, 10], [0, 6], [0, 4], [11, 1], [11, 2], [11, 9], [11, 10], [3, 8], [3, 12], [3, 10], [10, 12], [10, 1], [10, 2], [10, 9], [10, 6], [10, 8], [10, 4], [12, 8], [1, 9], [1, 2], [2, 9], [6, 4]]"
213,"[[7, 11], [7, 6], [7, 12], [7, 10], [5, 1], [5, 0], [5, 9], [5, 2], [5, 3], [5, 8], [5, 12], [5, 4], [0, 1], [0, 9], [0, 2], [0, 3], [0, 8], [0, 12], [0, 4], [11, 6], [11, 12], [11, 10], [3, 1], [3, 9], [3, 2], [3, 8], [3, 12], [3, 4], [10, 6], [10, 12], [12, 1], [12, 2], [12, 9], [12, 6], [12, 8], [12, 4], [1, 9], [1, 2], [1, 8], [1, 4], [2, 9], [2, 8], [2, 4], [9, 8], [9, 4], [8, 4]]"
214,"[[7, 1], [7, 10], [7, 5], [7, 0], [7, 9], [7, 11], [7, 3], [7, 2], [7, 6], [7, 8], [7, 4], [5, 1], [5, 0], [5, 9], [5, 11], [5, 3], [5, 2], [5, 6], [5, 8], [5, 10], [5, 4], [0, 1], [0, 10], [0, 9], [0, 11], [0, 3], [0, 2], [0, 6], [0, 8], [0, 4], [11, 9], [11, 1], [11, 2], [11, 3], [11, 10], [11, 6], [11, 8], [11, 4], [3, 1], [3, 9], [3, 2], [3, 8], [3, 10], [3, 6], [3, 4], [10, 1], [10, 9], [10, 2], [10, 6], [10, 8], [10, 4], [1, 9], [1, 2], [1, 6], [1, 8], [1, 4], [2, 9], [2, 6], [2, 8], [2, 4], [9, 6], [9, 8], [9, 4], [6, 8], [6, 4], [8, 4]]"
216,"[[5, 0], [5, 1], [5, 2], [5, 3], [5, 6], [5, 4], [0, 1], [0, 2], [0, 3], [0, 6], [0, 4], [1, 2], [1, 3], [1, 6], [1, 4], [2, 3], [2, 6], [2, 4], [3, 6], [3, 4], [6, 4]]"
217,"[[7, 5], [7, 0], [7, 1], [7, 2], [7, 3], [7, 6], [7, 8], [7, 4], [5, 0], [5, 1], [5, 2], [5, 3], [5, 6], [5, 8], [5, 4], [0, 1], [0, 2], [0, 3], [0, 6], [0, 8], [0, 4], [1, 2], [1, 3], [1, 6], [1, 8], [1, 4], [2, 3], [2, 6], [2, 8], [2, 4], [3, 8], [3, 6], [3, 4], [6, 8], [6, 4], [8, 4]]"
218,"[[7, 5], [7, 0], [7, 1], [7, 2], [7, 3], [7, 6], [7, 8], [7, 4], [5, 0], [5, 1], [5, 2], [5, 3], [5, 6], [5, 8], [5, 4], [0, 1], [0, 2], [0, 3], [0, 6], [0, 8], [0, 4], [1, 2], [1, 3], [1, 6], [1, 8], [1, 4], [2, 3], [2, 6], [2, 8], [2, 4], [3, 8], [3, 6], [3, 4], [6, 8], [6, 4], [8, 4]]"
219,"[[7, 5], [7, 0], [7, 1], [7, 2], [7, 3], [7, 6], [7, 4], [5, 0], [5, 1], [5, 2], [5, 3], [5, 6], [5, 4], [0, 1], [0, 2], [0, 3], [0, 6], [0, 4], [1, 2], [1, 3], [1, 6], [1, 4], [2, 3], [2, 6], [2, 4], [3, 6], [3, 4], [6, 4]]"
22,"[[7, 5], [7, 0], [7, 1], [7, 2], [7, 3], [7, 6], [7, 8], [7, 4], [5, 0], [5, 1], [5, 2], [5, 3], [5, 6], [5, 8], [5, 4], [0, 1], [0, 2], [0, 3], [0, 6], [0, 8], [0, 4], [1, 2], [1, 3], [1, 6], [1, 8], [1, 4], [2, 3], [2, 6], [2, 8], [2, 4], [3, 8], [3, 6], [3, 4], [6, 8], [6, 4], [8, 4]]"
220,"[[1, 9], [1, 2], [1, 3], [1, 5], [1, 4], [7, 2], [7, 8], [7, 0], [7, 6], [7, 4], [5, 9], [5, 3], [5, 4], [5, 2], [0, 2], [0, 6], [0, 8], [0, 4], [9, 2], [9, 3], [9, 4], [2, 3], [2, 6], [2, 8], [2, 4], [3, 4], [6, 4], [6, 8], [8, 4]]"
221,"[[5, 0], [5, 1], [5, 2], [5, 3], [5, 6], [5, 4], [0, 1], [0, 2], [0, 3], [0, 6], [0, 4], [1, 2], [1, 3], [1, 6], [1, 4], [2, 3], [2, 6], [2, 4], [3, 6], [3, 4], [6, 4]]"
222,"[[7, 1], [7, 5], [7, 6], [7, 4], [5, 1], [5, 6], [5, 4], [0, 2], [0, 8], [0, 3], [0, 4], [1, 6], [1, 4], [2, 8], [2, 4], [2, 3], [3, 8], [3, 4], [6, 4], [8, 4]]"
223,"[[7, 5], [7, 0], [7, 9], [7, 11], [7, 3], [7, 10], [7, 4], [5, 10], [5, 2], [5, 3], [5, 0], [5, 12], [5, 1], [5, 11], [5, 9], [5, 6], [5, 8], [5, 4], [0, 1], [0, 10], [0, 9], [0, 11], [0, 3], [0, 2], [0, 12], [0, 4], [11, 10], [11, 9], [11, 3], [11, 4], [3, 9], [3, 10], [3, 4], [10, 1], [10, 9], [10, 4], [12, 1], [12, 2], [12, 4], [1, 2], [1, 8], [1, 6], [1, 4], [2, 8], [2, 6], [2, 4], [9, 4], [6, 8], [6, 4], [8, 4]]"
224,"[[7, 1], [7, 5], [7, 6], [7, 4], [5, 1], [5, 6], [5, 4], [0, 1], [0, 2], [0, 8], [0, 3], [1, 2], [1, 3], [1, 6], [1, 8], [1, 4], [2, 3], [2, 8], [3, 8], [6, 4]]"
225,"[[7, 17], [7, 10], [7, 1], [7, 2], [7, 3], [7, 12], [5, 0], [5, 13], [5, 8], [5, 10], [5, 6], [5, 14], [5, 4], [15, 9], [15, 11], [15, 10], [15, 1], [15, 2], [15, 3], [15, 16], [15, 12], [0, 10], [0, 13], [0, 8], [0, 6], [0, 14], [0, 4], [2, 1], [2, 17], [2, 10], [2, 9], [2, 11], [2, 3], [2, 16], [2, 12], [3, 1], [3, 16], [3, 17], [3, 11], [3, 9], [3, 10], [3, 12], [10, 13], [10, 14], [10, 9], [10, 12], [10, 17], [10, 11], [10, 1], [10, 16], [10, 6], [10, 8], [10, 4], [13, 8], [13, 6], [13, 14], [13, 4], [14, 6], [14, 8], [14, 4], [9, 16], [9, 11], [9, 17], [9, 1], [9, 12], [12, 1], [12, 11], [12, 17], [12, 16], [17, 1], [11, 1], [11, 16], [1, 16], [6, 8], [6, 4], [8, 4]]"
227,"[[7, 5], [7, 10], [7, 2], [7, 3], [7, 0], [7, 13], [7, 14], [7, 9], [7, 12], [7, 15], [7, 11], [7, 1], [7, 16], [7, 6], [7, 8], [7, 4], [5, 0], [5, 9], [5, 6], [5, 10], [5, 13], [0, 10], [0, 9], [0, 6], [0, 13], [2, 1], [2, 16], [2, 11], [2, 3], [2, 13], [3, 1], [3, 11], [3, 16], [3, 13], [10, 9], [10, 6], [10, 13], [13, 14], [13, 9], [13, 12], [13, 15], [13, 11], [13, 1], [13, 16], [13, 6], [13, 8], [13, 4], [14, 15], [14, 8], [14, 12], [14, 4], [9, 6], [12, 15], [12, 8], [12, 4], [15, 8], [15, 4], [11, 16], [11, 1], [1, 16], [8, 4]]"
229,"[[1, 7], [1, 0], [1, 9], [1, 2], [1, 6], [1, 4], [7, 0], [7, 9], [7, 2], [7, 6], [7, 4], [5, 3], [5, 4], [5, 8], [5, 10], [0, 9], [0, 2], [0, 6], [0, 4], [9, 2], [9, 6], [9, 4], [2, 6], [2, 4], [3, 10], [3, 8], [3, 4], [10, 8], [10, 4], [6, 4], [8, 4]]"
23,"[[7, 1], [7, 8], [7, 12], [7, 4], [5, 9], [5, 2], [5, 0], [5, 4], [5, 10], [0, 9], [0, 2], [0, 10], [0, 4], [11, 6], [11, 3], [11, 13], [11, 4], [3, 4], [3, 13], [3, 6], [10, 9], [10, 2], [10, 4], [13, 6], [13, 4], [12, 1], [12, 8], [12, 4], [1, 8], [1, 4], [2, 9], [2, 4], [9, 4], [6, 4], [8, 4]]"
230,"[[7, 5], [7, 10], [7, 2], [7, 3], [7, 0], [7, 13], [7, 12], [7, 1], [7, 11], [7, 9], [7, 6], [7, 8], [7, 4], [5, 10], [5, 2], [5, 3], [5, 0], [5, 13], [5, 12], [5, 1], [5, 11], [5, 9], [5, 6], [5, 8], [5, 4], [0, 10], [0, 11], [0, 3], [0, 13], [0, 12], [0, 1], [0, 2], [0, 9], [0, 6], [0, 8], [0, 4], [11, 2], [11, 3], [11, 10], [11, 13], [11, 12], [11, 1], [11, 9], [11, 6], [11, 8], [11, 4], [3, 8], [3, 10], [3, 13], [3, 12], [3, 1], [3, 2], [3, 9], [3, 6], [3, 4], [10, 13], [10, 12], [10, 1], [10, 2], [10, 9], [10, 6], [10, 8], [10, 4], [13, 12], [13, 1], [13, 2], [13, 9], [13, 6], [13, 8], [13, 4], [12, 1], [12, 2], [12, 9], [12, 6], [12, 8], [12, 4], [1, 2], [1, 9], [1, 6], [1, 8], [1, 4], [2, 9], [2, 6], [2, 8], [2, 4], [9, 6], [9, 8], [9, 4], [6, 8], [6, 4], [8, 4]]"
231,"[[1, 7], [1, 5], [1, 0], [1, 9], [1, 2], [1, 3], [1, 6], [1, 8], [1, 4], [7, 5], [7, 0], [7, 9], [7, 2], [7, 3], [7, 6], [7, 8], [7, 4], [5, 0], [5, 9], [5, 2], [5, 3], [5, 6], [5, 8], [5, 4], [0, 9], [0, 2], [0, 3], [0, 6], [0, 8], [0, 4], [9, 2], [9, 3], [9, 6], [9, 8], [9, 4], [2, 3], [2, 6], [2, 8], [2, 4], [3, 8], [3, 6], [3, 4], [6, 8], [6, 4], [8, 4]]"
232,"[[7, 5], [7, 10], [7, 2], [7, 0], [7, 13], [7, 14], [7, 24], [7, 9], [7, 25], [7, 12], [7, 19], [7, 1], [7, 23], [7, 21], [5, 25], [5, 0], [5, 11], [5, 3], [5, 10], [5, 13], [5, 12], [5, 24], [5, 9], [5, 14], [5, 15], [5, 2], [5, 1], [5, 23], [5, 21], [5, 19], [17, 1], [17, 8], [0, 20], [0, 10], [0, 2], [0, 13], [0, 14], [0, 26], [0, 24], [0, 9], [0, 25], [0, 12], [0, 19], [0, 1], [0, 23], [0, 16], [0, 21], [3, 24], [3, 1], [3, 15], [3, 10], [3, 9], [3, 11], [3, 2], [3, 21], [13, 10], [13, 2], [13, 14], [13, 24], [13, 9], [13, 25], [13, 12], [13, 19], [13, 1], [13, 23], [13, 21], [24, 11], [24, 10], [24, 12], [24, 9], [24, 25], [24, 14], [24, 15], [24, 2], [24, 1], [24, 23], [24, 21], [24, 19], [9, 20], [9, 11], [9, 10], [9, 14], [9, 1], [9, 25], [9, 12], [9, 15], [9, 2], [9, 16], [9, 23], [9, 26], [9, 21], [9, 19], [18, 1], [18, 22], [18, 6], [18, 4], [12, 2], [12, 10], [12, 14], [12, 25], [12, 19], [12, 1], [12, 23], [12, 21], [19, 2], [19, 10], [19, 14], [19, 25], [19, 1], [19, 23], [19, 21], [1, 15], [1, 21], [1, 25], [1, 20], [1, 10], [1, 11], [1, 14], [1, 22], [1, 2], [1, 16], [1, 23], [1, 6], [1, 26], [1, 8], [1, 4], [21, 11], [21, 10], [21, 14], [21, 25], [21, 15], [21, 23], [21, 2], [25, 2], [25, 10], [25, 14], [25, 23], [20, 2], [20, 16], [20, 26], [10, 11], [10, 14], [10, 15], [10, 23], [10, 2], [2, 11], [2, 14], [2, 26], [2, 15], [2, 23], [2, 16], [14, 23], [22, 6], [22, 4], [15, 11], [16, 26], [6, 4]]"
233,"[[5, 0], [5, 1], [5, 2], [5, 3], [5, 6], [5, 4], [0, 1], [0, 2], [0, 3], [0, 6], [0, 4], [1, 2], [1, 3], [1, 6], [1, 4], [2, 3], [2, 6], [2, 4], [3, 6], [3, 4], [6, 4]]"
234,"[[5, 0], [5, 1], [5, 2], [5, 3], [5, 6], [5, 4], [0, 1], [0, 2], [0, 3], [0, 6], [0, 4], [1, 2], [1, 3], [1, 6], [1, 4], [2, 3], [2, 6], [2, 4], [3, 6], [3, 4], [6, 4]]"
235,"[[7, 1], [7, 2], [7, 9], [7, 11], [7, 0], [7, 6], [7, 4], [5, 3], [5, 4], [5, 8], [5, 10], [0, 1], [0, 2], [0, 9], [0, 11], [0, 6], [0, 4], [11, 9], [11, 1], [11, 2], [11, 6], [11, 4], [3, 10], [3, 8], [3, 4], [10, 8], [10, 4], [1, 9], [1, 2], [1, 6], [1, 4], [2, 9], [2, 6], [2, 4], [9, 6], [9, 4], [6, 4], [8, 4]]"
236,"[[7, 5], [7, 17], [7, 0], [7, 9], [7, 3], [7, 6], [7, 14], [5, 17], [5, 0], [5, 11], [5, 3], [5, 10], [5, 13], [5, 14], [5, 9], [5, 12], [5, 15], [5, 2], [5, 1], [5, 16], [5, 6], [5, 8], [5, 4], [15, 14], [15, 17], [15, 9], [15, 2], [15, 6], [15, 12], [0, 17], [0, 9], [0, 3], [0, 6], [0, 14], [2, 17], [2, 9], [2, 6], [2, 12], [2, 14], [3, 17], [3, 9], [3, 6], [3, 14], [10, 1], [10, 11], [10, 6], [10, 12], [13, 16], [13, 8], [14, 17], [14, 9], [14, 6], [14, 12], [9, 17], [9, 6], [9, 12], [12, 1], [12, 17], [12, 11], [12, 6], [17, 6], [11, 1], [11, 6], [1, 6], [16, 8]]"
24,"[[5, 0], [5, 1], [5, 2], [5, 3], [5, 6], [5, 4], [0, 1], [0, 2], [0, 3], [0, 6], [0, 4], [1, 2], [1, 3], [1, 6], [1, 4], [2, 3], [2, 6], [2, 4], [3, 6], [3, 4], [6, 4]]"
240,"[[7, 5], [7, 17], [7, 0], [7, 2], [7, 3], [7, 19], [7, 14], [7, 16], [7, 18], [7, 15], [7, 11], [7, 9], [7, 8], [5, 15], [5, 0], [5, 2], [5, 3], [5, 19], [5, 14], [5, 16], [5, 18], [5, 17], [5, 11], [5, 9], [5, 8], [15, 11], [15, 0], [15, 2], [15, 3], [15, 10], [15, 13], [15, 12], [15, 9], [15, 18], [15, 14], [15, 17], [15, 19], [15, 16], [15, 8], [15, 4], [11, 0], [11, 2], [11, 3], [11, 10], [11, 13], [11, 12], [11, 9], [11, 18], [11, 14], [11, 17], [11, 19], [11, 1], [11, 16], [11, 6], [11, 8], [11, 4], [0, 3], [0, 14], [0, 16], [0, 18], [0, 17], [0, 19], [0, 9], [0, 2], [0, 8], [2, 3], [2, 10], [2, 13], [2, 12], [2, 9], [2, 18], [2, 14], [2, 17], [2, 19], [2, 16], [2, 8], [2, 4], [3, 8], [3, 19], [3, 14], [3, 16], [3, 18], [3, 17], [3, 9], [10, 18], [10, 17], [10, 16], [10, 13], [10, 12], [10, 4], [13, 19], [13, 12], [13, 1], [13, 18], [13, 17], [13, 16], [13, 6], [13, 4], [12, 17], [12, 1], [12, 18], [12, 19], [12, 16], [12, 6], [12, 4], [9, 14], [9, 18], [9, 17], [9, 19], [9, 16], [9, 8], [18, 14], [18, 17], [18, 16], [18, 4], [18, 8], [18, 19], [14, 17], [14, 16], [14, 19], [14, 8], [17, 19], [17, 16], [17, 8], [17, 4], [19, 1], [19, 16], [19, 6], [19, 8], [1, 6], [16, 8], [16, 4]]"
241,"[[28, 43], [28, 17], [28, 47], [28, 44], [28, 31], [28, 24], [28, 18], [28, 14], [28, 19], [28, 9], [28, 21], [28, 25], [28, 10], [28, 11], [28, 12], [28, 37], [28, 36], [28, 15], [28, 32], [28, 27], [28, 6], [28, 38], [28, 4], [43, 25], [43, 10], [43, 11], [43, 31], [43, 14], [43, 37], [43, 24], [43, 36], [43, 18], [43, 27], [43, 6], [43, 4], [5, 7], [5, 39], [5, 46], [5, 0], [5, 45], [5, 2], [5, 3], [5, 31], [5, 35], [5, 12], [5, 37], [5, 25], [5, 18], [5, 26], [5, 1], [5, 30], [5, 22], [47, 25], [47, 15], [47, 44], [47, 19], [47, 12], [47, 18], [47, 21], [47, 17], [47, 32], [47, 9], [47, 38], [0, 39], [0, 25], [0, 1], [0, 2], [0, 3], [0, 35], [0, 22], [0, 12], [0, 46], [32, 25], [32, 15], [32, 44], [32, 12], [32, 18], [32, 21], [32, 17], [32, 19], [32, 9], [32, 38], [8, 36], [8, 25], [8, 34], [8, 11], [8, 23], [8, 41], [31, 10], [31, 11], [31, 12], [31, 37], [31, 24], [31, 36], [31, 25], [31, 14], [31, 18], [31, 27], [31, 6], [31, 22], [31, 4], [24, 25], [24, 10], [24, 11], [24, 14], [24, 37], [24, 36], [24, 18], [24, 27], [24, 6], [24, 4], [9, 25], [9, 17], [9, 44], [9, 19], [9, 12], [9, 18], [9, 38], [9, 15], [9, 21], [39, 7], [39, 29], [39, 2], [39, 3], [39, 45], [39, 35], [39, 12], [39, 26], [39, 25], [39, 22], [39, 15], [39, 1], [39, 33], [39, 30], [39, 46], [39, 18], [40, 16], [40, 13], [40, 42], [40, 20], [40, 25], [1, 25], [1, 29], [1, 2], [1, 3], [1, 35], [1, 12], [1, 22], [1, 15], [1, 33], [1, 46], [46, 7], [46, 25], [46, 29], [46, 2], [46, 3], [46, 45], [46, 35], [46, 12], [46, 22], [46, 15], [46, 33], [46, 30], [46, 26], [46, 18], [21, 25], [21, 15], [21, 44], [21, 19], [21, 12], [21, 18], [21, 17], [21, 22], [21, 38], [25, 22], [25, 20], [25, 29], [25, 10], [25, 45], [25, 14], [25, 37], [25, 15], [25, 44], [25, 16], [25, 27], [25, 23], [25, 6], [25, 38], [25, 4], [25, 7], [25, 42], [25, 34], [25, 13], [25, 3], [25, 35], [25, 18], [25, 19], [25, 30], [25, 33], [25, 2], [25, 12], [25, 36], [25, 17], [25, 11], [25, 41], [25, 26], [20, 16], [20, 42], [20, 13], [29, 6], [29, 22], [29, 12], [10, 7], [10, 11], [10, 14], [10, 37], [10, 36], [10, 18], [10, 27], [10, 6], [10, 30], [10, 4], [45, 7], [45, 18], [45, 30], [45, 12], [45, 26], [14, 11], [14, 37], [14, 36], [14, 18], [14, 27], [14, 6], [14, 4], [37, 11], [37, 36], [37, 12], [37, 18], [37, 27], [37, 6], [37, 22], [37, 4], [15, 17], [15, 44], [15, 19], [15, 12], [15, 38], [15, 18], [44, 12], [44, 18], [44, 17], [44, 19], [44, 38], [16, 13], [16, 42], [27, 11], [27, 36], [27, 18], [27, 6], [27, 4], [23, 36], [23, 34], [23, 11], [23, 41], [6, 11], [6, 36], [6, 18], [6, 4], [38, 19], [38, 12], [38, 18], [38, 17], [4, 11], [4, 36], [4, 18], [7, 18], [7, 30], [7, 12], [7, 26], [42, 13], [34, 36], [34, 11], [34, 41], [3, 2], [3, 35], [3, 22], [3, 12], [35, 2], [35, 22], [35, 12], [22, 2], [22, 12], [19, 12], [19, 18], [19, 17], [30, 18], [30, 12], [30, 26], [33, 12], [2, 12], [12, 18], [12, 17], [12, 26], [36, 11], [36, 18], [36, 41], [18, 17], [18, 11], [18, 26], [11, 41]]"
242,"[[5, 0], [5, 1], [5, 2], [5, 3], [5, 6], [5, 4], [0, 1], [0, 2], [0, 3], [0, 6], [0, 4], [1, 2], [1, 3], [1, 6], [1, 4], [2, 3], [2, 6], [2, 4], [3, 6], [3, 4], [6, 4]]"
243,"[[7, 5], [7, 12], [7, 3], [7, 13], [7, 8], [7, 14], [5, 16], [5, 20], [5, 15], [5, 0], [5, 11], [5, 3], [5, 10], [5, 13], [5, 12], [5, 9], [5, 18], [5, 14], [5, 17], [5, 19], [5, 1], [5, 2], [5, 6], [5, 8], [5, 21], [5, 4], [15, 0], [15, 20], [15, 10], [15, 9], [15, 11], [15, 19], [15, 4], [0, 20], [0, 10], [0, 9], [0, 11], [0, 19], [0, 4], [3, 12], [3, 8], [3, 13], [3, 14], [13, 12], [13, 8], [13, 14], [1, 12], [1, 14], [1, 21], [18, 16], [18, 2], [18, 6], [18, 17], [12, 21], [12, 8], [12, 14], [19, 20], [19, 9], [19, 11], [19, 10], [19, 4], [9, 4], [9, 20], [9, 10], [9, 11], [21, 14], [20, 4], [20, 10], [20, 11], [10, 11], [10, 4], [11, 4], [14, 8], [17, 16], [17, 2], [17, 6], [2, 16], [2, 6], [16, 6]]"
244,"[[7, 5], [7, 0], [7, 1], [7, 2], [7, 3], [7, 6], [7, 8], [7, 4], [5, 0], [5, 1], [5, 2], [5, 3], [5, 6], [5, 8], [5, 4], [0, 1], [0, 2], [0, 3], [0, 6], [0, 8], [0, 4], [1, 2], [1, 3], [1, 6], [1, 8], [1, 4], [2, 3], [2, 6], [2, 8], [2, 4], [3, 8], [3, 6], [3, 4], [6, 8], [6, 4], [8, 4]]"
245,"[[5, 0], [5, 1], [5, 2], [5, 3], [5, 6], [5, 4], [0, 1], [0, 2], [0, 3], [0, 6], [0, 4], [1, 2], [1, 3], [1, 6], [1, 4], [2, 3], [2, 6], [2, 4], [3, 6], [3, 4], [6, 4]]"
246,"[[5, 0], [5, 1], [5, 2], [5, 3], [5, 6], [5, 4], [0, 1], [0, 2], [0, 3], [0, 6], [0, 4], [1, 2], [1, 3], [1, 6], [1, 4], [2, 3], [2, 6], [2, 4], [3, 6], [3, 4], [6, 4]]"
